en,zu,source
The interest rate you receive when you save money in an account is known as the Annual Equivalent Rate (AER).,Isilinganiso senzalo oyitholayo uma ulondoloza imali ku-akhawunti sibizwa ngokuthi yi-Annual Equivalent Rate (AER).,News Crawl 2019
"At its peak, the steppe eagle had a range that spread from Mongolia and the Russian steppes to as far south as Mozambique. An image of the bird appears on the flags of both Kazakhstan and Egypt.","Uma sesiphezulu, i-steppe eagle yayineqoqo elasuka e-Mongolia kanye nama-Russian steppes kuze kufike eningizimu ko-Mozambique. Isithombe senyoni sivela kumafulege ako e-Kazakhstan ne-Egypt.",News Crawl 2019
"She said: ""This idea that the Tories can just say no and sort of imprison Scotland in a union against its will, I just don't think will hold.","Wathi: ""Le ndaba yokuthi i-Tories ingamane nje ithi cha futhi ivalele i-Scotland kumfelandawonye omelene nentando yabo, angiboni nje ukuthi izobambelela. ",News Crawl 2019
"As a result, Estefan says a couple of minor tweaks were made to the script to ensure British audiences could understand it.","Ngenxa yalokho, u-Estefan uthi ukulungisa nje lapha nalapha kwenziwa kuskripthi ukuqinisekisa ukuthi izilaleli zaseBrithani zingaqonda.",News Crawl 2019
Stir regularly and add a splash of water if the sauce becomes too thick.,Goqoza njalo bese ufaka imbijana yamanzi uma isosi ijiya kakhulu.,News Crawl 2019
"The organisations have also called for greater freedoms in other areas, such as reforms to freedom of information and defamation laws.","Izinhlangano nazo zicele inkululeko ethe xaxa kwezinye izindawo, njengokuguqulwa kwenkululeko yolwazi nemithetho yokungcolisa igama. ",News Crawl 2019
"It quoted a source as saying: ""None of the staff were aware that she was pregnant until she was pretty much giving birth.""","Icaphune umthombo othe: ""Abekho abasebenzi ababazi ukuthi wayekhulelwe kwaze kwaba yilapho ebeletha.""",News Crawl 2019
But Lisa Forbes and the Labour Party have a lot to answer for.,Kodwa u-Lisa Forbes ne- Labour Party kuningi okumelwe bakuphendule.,News Crawl 2019
"Going forward, the government plans to stand up its own facilities for migrant children and bring in providers, undefined at this point, who would get paid to run them. Site searches are underway to open shelters with about 500 beds each in Phoenix, Dallas-Fort Worth, Houston and San Antonio, according to HHS spokesman Mark Weber.","Kusukela manje, uhulumeni uhlela ukusungula izinkungo zezingane zezifiki nokuletha abahlinzeki, okungachaziwe njengamanje, abazokhokhelwa ngokuzinakekela. Kucingwa izindawo manje ukuze kuvulwe izikhungo ezizoba nemibhede engaba ngu-500 ngasinye e-Phoenix, e-Dallas-Fort Worth, e-Houston nase-San Antonio, ngokusho kukasomlomo we-HHS u-Mark Weber.",News Crawl 2019
"The Egyptian government's declaration last year that there was no evidence for hidden chambers led National Geographic magazine to withdraw support for Reeves"" hypothesis. But he is standing firm. ""It's probably not improved my employment prospects,"" he says. ""It's ruffled a lot of feathers.""","Isimemezelo sikahulumeni wase-Egypt sangonyaka odlule sokuthi babungekho ubufakazi bamagumbi afihliwe saholela umagazii i-National Geographic ukuba uhoxise ukusekela kwawo umbono ka-Reeves"". Kodwa yena usami kulelo. Wathi, ""cishe akuthuthukisanga amathuba ami okuthola imisebenzi. Kucasule abantu abaningi.""",News Crawl 2019
April 3 (UPI) -- Lily Collins will star in a new TV series from director and producer Darren Star.,April 3 (UPI) – U-Lily Collins uzoba ngunqa phambili ochungechungeni lwe-TV lomqondisi nomenzi wayo u-Darren Star.,News Crawl 2019
"For example, better, more targeted background checks could keep researchers with unwanted affiliations out of U.S. universities.","Ngokwesibonelo, ukuhlolwa kakhulu kwendabuko yomuntu kungabagcina ngaphandle we-U.S abacwaningi okungekuhle ukuba babe nokuxhumana namayunivesithi.",News Crawl 2019
"That invites the public to take a closer look at Bytedance. It is not an arm of the Communist Party. However, it owes much of its success to its ability to navigate Beijing's political currents, as well as its skills in delivering harmless fluff that could pass muster with censors.","Lokhu kwenza umphakathi uyibukisise kahle i-Bytedance. Akuyona ingalo ye-Communist Party. Nokho, imbangela yempumelelo yayo yikhono lokuhambisana nezombusazwe zase-Beijing, kanye namakhono ayo okuveza ulwazi olungatheni olungeke lube usizo. ",News Crawl 2019
Evans shoulders slim British hopes against Federer,U-Evans uthwele amathemba amancane eBrithani ngokumelene no-Federer,News Crawl 2019
Unai Emery could be set for a very swift return to the Premier League (Picture: Getty Images),U-Unai Emery angase akwazi ukubuya ngamandla ku-Premier League (Picture: Getty Images),News Crawl 2019
"I'm thrilled I can ride their coattails,"" Gibbs said.","U-Gibbs wathi, “ngijabule kabi ukuthi ngiphumelela ngoba ngiyamazi."" ",News Crawl 2019
Fife Trojans (4-1),Fife Trojans (4-1),News Crawl 2019
"Jaidyn Stephenson kicked three in the opening term with Jamie Elliott bagging two as they got the jump on the Power, who failed to kick a goal in the first term as Scott Lycett had a moment to forget.","U-Jaidyn Stephenson ukhahlele amathathu ekuqaleni kanti u-Jamie Elliott wakhahlela amabili ngesikhathi bebanjwa ngu-Power, ongakwazanga ukufaka igoli engxenyeni yokuqala ngoba u-Scott Lycett waba nesikhashana sokukhohlwa.",News Crawl 2019
"We rented a 73ft motor yacht named, appropriately, ""Lazy P"" from Dorset-based Sunseeker Charters, a superbly professional and efficient firm that can cater to any maritime whim.","Saqasha isikebhe esinenjini engu-73ft, enegama elifanele elithi, ""Lazy P"" lisuselwa ku-Dorset esekelwe ku-Sunseeker Charters, inkampani enobuchule nesebenza kahle ejabulisa noma yimuphi umuntu othanda ulwandle nemikhumbi. ",News Crawl 2019
"65 mins: Man Utd are in full and complete control of this game, with what suspense their remains surrounding quite how big the scoreline is going to get.","Imiz. engu-65: I-Man Utd iwuphethe ngazo zombili lo mdlalo, futhi ngesasasa elikhulu elikhona nokuthi amagoli azoba mangaki. ",News Crawl 2019
He said people in the region needed to be reassured that the international assistance would stay long after Ebola was gone.,Wathi abantu esifundeni badinga ukuphinde baqinisekiswe ukuthi usizo oluvela emhlabeni wonke luzoqhubeka lukhona isikhathi eside ngemva kokuphela kwe-Ebola.,News Crawl 2019
"""At this election I am asking you to vote SNP to escape Brexit, to lock Boris Johnson's Tories out of office and to take power into the hands of the people of Scotland.""","""Kulolu khetho ngikucela ukuba uvotele i-SNP ukuze sigweme i-Brexit, ukuvimbela amaLungu ka-Boris Johnson angangeni esikhundleni nokuthatha amandla ezandleni zabantu base-Scotland.""",News Crawl 2019
"""The pursuit of peace should not wait until the Afghan presidential election,"" he said. ""Election planning must go forward without delay as we pursue the peace that Afghans deserve.""","""Ukuphishekela ukuthula akufanele kulinde kuze kube nokhetho lukamongameli wase-Afghanistan,"" esho. ""Ukuhlela ukhetho kufanele kuqhubeke ngaphandle kokupholisa amaseko njengoba siphishekela ukuthula abantu base-Afghanistan abakufanelekelayo.""",News Crawl 2019
"She was a moderator of the Washington Hikers and Climbers Facebook page, which has nearly 120,000 members.","Wayengumphathi wama-Washington Hiker nekhasi le-Climbers Facebook, elalinamalungu cishe angu-120,000.",News Crawl 2019
"Because he's changed his mind,"" Hoyer said, pointing to the past examples of the President backing away from bipartisan agreements.","Ngenxa yokuthi ushintshe umqondo wakhe,"" kusho u-Hoyer, ekhuluma ngezibonelo zangesikhathi esidlule zikamongameli ehoxa ezivumelwaneni zamalungu ezombusazwe.",News Crawl 2019
"And win it she did, and while Sassy Salitage has ""still got a lot to learn,"" Eurell said the upcoming Listed Atlantic Jewel Stakes was a firm option.","Futhi wayinqoba, futhi yize u-Sassy Salitage ""esenokuningi okufanele akufunde,"" u-Eurell wathi i-Listed Atlantic Jewel Stakes yayiwukukhetha okuqinile.",News Crawl 2019
"The measures have enraged clients, with some showing up in branches with guns and threatening staff, according to the head of Lebanon's bank employees union, which on Monday called for a general strike in response to the mounting abuse.","Izinyathelo zithukuthelise amaklayenti, futhi amanye aze afika emagatsheni ephethe izibhamu futhi esongela abasebenzi, ngokusho kophethe inyunyani yabasebenzi bebhange lase-Lebanon, ngoMsombuluko elabiza ukuba kube nesiteleka ngenxa yokuhlukumezeka okwakuqhubeka.",News Crawl 2019
"""It will be mostly Götaland [which gets the warmer weather],"" he added.","Wanezela, ""Kuzoba i-Götaland ikakhulu [eba nesimo sezulu esifudumele.”",News Crawl 2019
British Prime Minister Boris Johnson said he was prepared to take Brexit talks with the European Union down to the very last minute before the 31 October exit deadline and if necessary to take a decision to leave without a deal on that day.,UNgqongqoshe waseBrithani u-Boris Johnson wathi wayezimisele ukuba nezingxoxo ze-Brexit ne-European Union kuze kube semzuzwini wokugcina ngaphambi kosuku lokugcina lomnqamlajuqu luka-31 October futhi uma kudingeka kuthathwe isinqumo sokushiya ngaphandle kokuvumelana ngalolo suku.,News Crawl 2019
"I said to my mate 'we're going to Brazil tomorrow - I have plenty of money, we're going to find her.'","Ngitshele umngane wami ukuthi ‘siya e-Brazil kusasa – nginemali eyanele, sizomthola.’",News Crawl 2019
"MAY 1: AJ reveals the extent to which he is tested: ""I can't talk for Miller or Povetkin.","MAY 1: U-AJ wembula izinga avivinywa ngalo: ""Ngeke ngikhulumele u-Miller noma u-Povetkin.",News Crawl 2019
"The incident happened last month at Deerfield Elementary School in Cedar Hills, south of Salt Lake City.","Lesi sigameko senzeke ngenyanga edlule e-Deerfield Elementary School e-Cedar Hills, eNingizimu ye-Salt Lake City.",News Crawl 2019
"FILE PHOTO: A logo is pictured at Google's European Engineering Center in Zurich, Switzerland July 19, 2018.REUTERS/Arnd Wiegmann","ISITHOMBE SEFAYELA: Ilogo ibekwe ku-Google's European Engineering Center e-Zurich, e-Switzerland July 19, 2018.REUTERS/Arnd Wiegmann",News Crawl 2019
"The survey follows news that Netflix is increasing its monthly subscriptions fees by $1 - $2 a month, depending on how many screens viewers want to use.","Inhlolovo ilandela izindaba zokuthi i-Netflix yenyusa imali ekhokhwa nyanga zonke ngo-$1 - $2 ngenyanga, kuye ngokuthi bangaki ababukeli abafuna ukuyisebenzisa.",News Crawl 2019
Lyon: 4/1,Lyon: 4/1,News Crawl 2019
Then there's another category of people who are probably aware they are getting charged more when they are travelling abroad but they maybe chalk it up to that's just how it is.,Kukhona nomunye umkhakha wabantu cishe abaziyo ukuthi bakhokhiswa kakhulu uma bevakashela phesheya kodwa bangase bazitshele ukuthi kunjalo nje.,News Crawl 2019
"[Who's in, who's out and who's thinking about it. Check out our presidential candidate tracker.]","[Ubani ongenayo, ubani ophumayo, ubani ocabanga ngakho. Landelela ongase abe ngumongameli.]",News Crawl 2019
"East Enders fans feel ""physically sick"" as Chantelle ""acts like she loves"" abusive Gray after attack","Abalandeli be-East Enders bazizwa ""begula emzimbeni "" njengoba u-Chantelle ""enza sengathi uyamthanda"" u-Gray ohlukumezayo ngemva kokuhlaselwa",News Crawl 2019
"Davis and fellow UC archaeologist Sharon Stocker first found the tombs last year while investigating an area around the grave of the ""Griffin Warrior,"" which they uncovered back in 2015.","U-Davis nozakwabo u-Sharon Stocker oyisazi semivubukulo se-UC bathola amathuna ngonyanga odlule ngesikhathi behlola indawo eseduze kwethula “lika-Griffin Warrior,"" abalithola ngo-2015.",News Crawl 2019
"Same with the Smart ForTwo, a car that never quite caught on.","Ifana ne-Smart ForTwo, imoto engazange idume ngempela.",News Crawl 2019
She moved back with her parents in 2013 to build up her savings as she also dealt with a rare breathing condition that required three surgeries over the following year.,Wabuyela ekhaya wayohlala nabazali bakhe ngo-2013 ukuze abeke imali njengoba futhi ayenenkinga yesifo esingavamile sobunzima bokuphefumula esasidinga ukuba ahlinzwe kathathu ngonyaka olandelayo.,News Crawl 2019
"If she is not dating Ms. Jenner, is there another special someone?","Uma kanti engathandani noNksz. Jenner, ukhona yini omunye okhethekile?",News Crawl 2019
"Teresa Sánchez, 82","U-Teresa Sánchez, 82",News Crawl 2019
An investigation into the circumstances surrounding the incident is still ongoing.,Uphenyo olumaqondana nezimo zesenzakalo lusaqhubeka.,News Crawl 2019
"We also consider personal strengths, motivation, and potential as evidenced in essays, recommendations, and out-of-class involvements. Standardized test scores are also reviewed, as an indicator of academic aptitude.'","‘Sibheka nalapho umuntu emandla khona, okumgqugquzelayo, kanye namakhono ezindatshaneni, ezincomweni nasezintweni ezenziwa ngaphandle kwasekilasini. Amanani ezivivinyo ezenziwe zafana nawo ayabuyekezwa, ngoba yizona eziyisibonakaliso amakhono esikoleni.'",News Crawl 2019
"""These are newer entrants, so they're making their bones with the gang, it's just how it is,"" Arnold said. ""They want to make a name for themselves, and those are the people who are generally the most violent members of street gangs.""","""Laba basha futhi bayazithandekisa eqenjini, kunjalo nje,"" kwasho u-Arnold. ""Bafuna ukuzenzela igama, futhi yibo abantu ngokuvamile ababa amalungu amaqembu ezigilamkhuba anobudlova obukhulu.""",News Crawl 2019
He would forever remember the image of the teacher leading boys off to the basement in plain view of the entire school.,Ngeke akukhohlwe akubona ngesikhathi uthisha ehola abafana ebayisa esakhiweni esingaphansi kubuka sonke isikole.,News Crawl 2019
"Now, seven years later, architect Illya Azaroff has designed and built a home there he says can withstand a storm even more powerful than Sandy, ""maintaining operation, even if all else fails.""","Manje, sekudlule iminyaka eyisikhombisa, umdwebi wezindlu u-Illya Azaroff aklama futhi wakha indlu athi ingamelana nezivunguvungu esinamandla ukudlula u-Sandy, ""esiqhubeka sisebenza, ngisho noma okunye kuhluleka.""",News Crawl 2019
