zu,en,source
Ngokuhamba kwesikhathi sabona ushintsho.,"In time, we saw a change.",Newspaper
UMnu Sithole usinde ngokulambisa kulezi zinja kodwa wasala namanxeba amabi ezithweni nasezinqeni.,Mr Sithole narrowly escaped being fatally injured by these dogs but was left with serious injuries to his legs and bums.,Newspaper
Leli thuluzi lisebenza nge- Geographic Information System (GIS) kanti liyatholakala ku-website ethi: www.durbansolarmap.co.za.,The tool works with Geographic Information System (GIS) and is available on the website: www.durbansolarmap.co.za.,Newspaper
"Lobu budlelwane bakheka ngesikhathi kunezinhlelo zothisha eziqhubekayo, imincintiswano yezikole namanye amaphrojekthi.","These relationships are formed during ongoing teacher programs, school competitions and other projects.",Newspaper
Ngabe kwenzakalani uma zibanjwa izigilamkhuba?,What happens when criminals are caught?,Newspaper
Ayikho imicimbi yomphakathi kanye nemihlangano yethimba labasebenzi ezoxhaswa nguMasipala.,No public events and staff team meetings will be sponsored by the Municipality.,Newspaper
"Ibihlanganise amabanga ahlukene u-4km wabeneminyaka engu-6 kuya kwengu-12, u-6km wabanemimyaka engu-12 kuya kwaba neminyaka engu-15 bese kuba u-8km wabaneminyaka engu-15 kuya-19 nangaphezulu.","It covered 4km for 6 to 12 year olds, 6km for 12 to 15-year-olds and 8km for 15- to 19-year-olds and older.",Newspaper
"Ngesikhathi kuqala uhlelo, kubingelelwe wonke umuntu kusetshenziswa zonke izilimu ukugqugquzela ukubaluleka kwezilimu.","At the start of the program, everyone was greeted using all languages to promote the importance of languages.",Newspaper
Ikomidi labe selikhetha kubo.,The committee then elected them.,Newspaper
Wengeze ngokuthi amabhizinisi angu-20 asesunguliwe futhi ayasebenza kumanje.,He added that 20 businesses have been established and are currently operational.,Newspaper
IMenenja kaMasipala izokwenza lokhu ukubheka kabanzi lezo zikhalazo: 1.,The Municipal Manager will do this in order look closely to those complaints: 1.,Newspaper
"Amalungu aleli komidi kubalwa kuwo uFawzia Peer, Barbara Fortein, Sipho Kaunda, Mondli Mthembu, Zamazulu Sokhabase, Zwakele Mncwango, Sharon Hoosen, Heinz de Boer noMduduzi Samuel Nkosi.","The committee members include Fawzia Peer, Barbara Fortein, Sipho Kaunda, Mondli Mthembu, Zamazulu Sokhabase, Zwakele Mncwango, Sharon Hoosen, Heinz de Boer and Mduduzi Samuel Nkosi.",Newspaper
SIYAKWAMUKELA Ngiyanibingelela nonke zakhamizi zaseThekwini.,WELCOME Greetings to all Durban residents.,Newspaper
Kumenywa umphakathi ofisa ukuphawula ukuba ulethe imibono ebhalwe phansi noma ukuphikisa kwawo nalokhu okuhlongozwayo lapha okuphelezelwa izizathu zalokho kuphikisa.,Members of the public who wish to comment are invited to submit written comments or their objections to the proposals hereby accompanied by reasons for the objections.,Newspaper
UNxumalo uthe kunesiminyaminya nesimo sokuhlala esingesihle kuleli hostela.,Nxumalo said there was traffic congestion and poor living conditions at this hostel.,Newspaper
"Ngokuhlelwa kwe- Indaba kukodwa, kudaleke amathuba omsebenzi angaphezu kuka-170.","Through the Indaba initiative alone, more than 170 jobs have been created.",Newspaper
Kuze kwasuka uNgqongqoshe uBheki Cele wayoba mdibi munye nezixuku zabantu ukugada laba abayaye bathuke izinhlamba bahlambalaze.,"Until then, Minister Bheki Cele joined the ranks of the masses to guard those who used to swear and insult.",Newspaper
Imibhalo yamathenda ikhokhelwa idiphozi engeke ibuye ka- R100.00 [Amasheke kumele abhalwe ukuthi akhokhela i- Durban Marine Theme Park].,A non-refundable tender document deposit of R100.00 [Checques must be made payable to Durban Marine Theme Park].,Newspaper
Lena ngenye yezindlela yokukhombisa ukuthi ubuchwepheshe besimanjemanje bungasetshenziswa kanjani ukuthuthukisa intsha eNingizimu Afrika.,This is one way of showing how modern technology can be used to develop the youth of South Africa.,Newspaper
UMasipala weTheku ukholelwa ekutheni intsha kumele ibe yinxenye yezisombululo kwizinqinamba ebhekene nazo.,EThekwini Municipality believes that the youth should be part of the solution to the challenges they face.,Newspaper
"Kuzohlanganelwa e-2nd Floor Boardroom, eThekwini Water & Sanitation Services, 3 Prior Road, eThekwini, ngo-10:00.","It will be held at the 2nd Floor Boardroom, Durban Water & Sanitation Services, 3 Prior Road, Durban, at 10:00.",Newspaper
UNgqongqoshe wezokuThuthukiswa koMnotho nezokuVakasha uMnumzane Mike Mabuyakhulu uthe umkhakha wezasolwandle ubalulekile emnothweni.,"The Minister of Economic Development and Tourism, Mike Mabuyakhulu, said that the maritime sector was important to the economy.",Newspaper
Lezi zinhlelo zisetshenzwa ukuze kwakhiwe isisombululo sesikhathi eside sendawo ekwiBack of Port.,These plans are being worked out to build a long-term local solution in the area at the Back of Port.,Newspaper
Phoenix Muhle umsebenzi weZasegagasini!,Phoenix ezaseGagasini is doing a good job!,Newspaper
"Ngibize bani azolungisa ukuvuza endaweni yami? -U-plumber nguyena muntu ofanele ukubizwa azolungisa ukuvuza, amapayipi nokuxhuma ekhaya.","Who did I call to fix the leak in my area? -The plumber is the right person to call for repairs, leaks and connections at home.",Newspaper
IMIDANSO KAMADIBA: Abafundi baseNingizimu Special School bebedansa ngesikhathi uKaputeni uPeter Keogh exebula isiginci sakhe ebaculela izingoma zobumnandi.,MADIBA DANCES: Learners from Ningizimu Special School danced as Captain Peter Keogh strummed his guitar and sang sweet songs to them.,Newspaper
Uthe: �Sifisa ukuthi abantu baphilisane.,He or she said: �We want people to live together in harmony.,Newspaper
"OyiNhloko eMnyangweni wezaMapaki, uThembinkosi Ngcobo uthe iSilo siphelezelwa, yilowo owayenguMengameli wase Zambia, uKenneth Kaunda naye uzobe evakashele eThekwini.","The head of the Department of Parks and Recreation, Thembinkosi Ngcobo, said the King was being accompanied by former Zambian President, Kenneth Kaunda.",Newspaper
Umsebenzi kaSomlomo noSotswebhu ukubheka wonke amakomidi nokuqinisekisa ukuthi alandela inqubomgomo yoMkhandlu.,It is the responsibility of the Speaker and the Whip to oversee all committees and to ensure that they adhere to Council policy.,Newspaper
USingh uthe kubaluleke kakhulu ukuthi kube nezinhlelo ezihlelelwe ikusasa. �Uma ubheka isikhumulo sezindiza iKing Shaka neDube Trade Port inomthelela omkhulu ekukhulisweni kwezomnotho oTongaat.,Singh said it was very important that there were plans for the future. �If you look at King Shaka Airport and the Dube Trade Port it has a huge impact on Tongaat's economic growth.,Newspaper
Okuzokwenza ukuthi izinga libe phezulu kuzoba ngukuqokwa kukachwe-pheshe wezokusikwa kwenqephu ozobe efundisa kabanzi abasiki bengqephu ngaphambi kokuthi kuqale lo mbukiso.,The highlight of the program will be the appointment of a specialist fashion designer who will be teaching the fashion designers before this show begins.,Newspaper
"Amathuluzi okonga amanzi nogesi, izindlela zokutshala ezingasebenzisi umanyolo, ukusetshenziswa kukagesi welanga ngezinye zezinto ezizobe zikhonjiswa kulombukiso.","Water and electricity saving tools, non-fertilizer planting methods, solar energy use are some of the items on display at this exhibition.",Newspaper
Lokhu sekwenze kwaba nesidingo sokuhlela kabusha uhlelo lwengxeny eyaseNyakatho yale phrojekthi ibe yizinkontileka ezehlukene ezintathu.,This has necessitated the reorganisation of the northern part of the project into three separate contracts.,Newspaper
"Leli bhizini lohlobo lomfelandowonye liqale ngumphakathi wakwa Nyuswa ngeminyaka yabo 1980, kwathi ngokuhamba kwesikhathi lawa kodwa laphinde lavuka ngo-2004.","The co-operative business was started by the Kwanyuswa community in the 1980s, but later collapsed but reopened in 2004.",Newspaper
"Likhipha isigwebo iJaji uMnu Peter Rowan, lithe isigwebo saleli cala ngudilika jele ngaphandle uma kukhona okubekiwe okungenza inkantolo ishintshe kuleso sigwebo.","Delivering the verdict, Judge Peter Rowan ruled that the sentence was life imprisonment unless there was a reason for the court to reverse that sentence.",Newspaper
IKZN Youth International and Student Exchange Programme (KZNYIS) yethulwe ngokusemthethweni mhlaka 7 Okthoba eMhlanga Sharks Board.,The KZN Youth International and Student Exchange Program (KZNYIS) was officially launched on 7 October at the Umhlanga Sharks Board.,Newspaper
Kungekudala sizokwethula omunye ozoba yingxenye yethimba labazobheka ikhono ovela emazweni angaphandle.,We will soon be introducing the one who will be part of a team of foreign observers.,Newspaper
Imibuzo eqondene nemibhalo yamathenda kufanele ibhekiswe kuR.,Inquiries regarding tender documents should be directed to R.,Newspaper
Yonke imibuzo: Ucingo: 031-311 5745 noma 082 336 9089 (Viv McNamara).,All questions: Phone: 031-311 5745 or 082 336 9089 (Viv McNamara).,Newspaper
Essential Requirements: �An appropriate level of secondary education. �Valid motor vehicle drivers licence (Code EB). �12 Months relevant experience.,Essential Requirements: �An appropriate level of secondary education. �Valid motor vehicle drivers license (Code EB). �12 Months relevant experience.,Newspaper
Kanti ngaphezu kwalokho u-60% wamanzi avuzayo ulungiswa esikhathini esingangosuku kanti u-78% wawo wona ulungiswa ezinsukwini ezimbili.,"In addition, 60% of leaking water is fixed within a day and 78% of it is fixed in two days.",Newspaper
"Ukuvakashela lesi sikole kuza emuva kokuba bekulokhu kunezikhalazo zokushoda kwezinsiza zokufunda, ikakhulukazi emkhakheni wezibalo nesayensi.","The visit to the school comes after there have been complaints of a lack of learning resources, especially in the areas of maths and science.",Newspaper
Zikhona ezinye izindawo eziyisithupha ezivikela imvelo ngaphansi kweDolobha laseThekwini eziphethwe yiKwaZulu- Natal Wildlife.,There are six other nature reserves within the City of Durban owned by KwaZulu-Natal Wildlife.,Newspaper
Lowo nalowo mqulu wamafomu aleli thenda olandwayo ukhokhelwa imali engeke ibuye eyi-R150.,A non-refundable tender fee of R150 will be charged for each copy of tender document.,Newspaper
UDu Plessis uthe zonke izikweletu ezikhokhwe kusukela mhlaka 14 kuya kumhlaka 29 Juni zifakwe kuma-akhawunti ngomhlaka 29 Juni 2016.,"Du Plessis said that all debts paid from 14 to 29 June were deposited into accounts on June 29, 2016.",Newspaper
"Imithelela yalezo zakhiwo enazo ezindaweni, emphakathini, amasiko kanye nezomnotho okuyizinto ezidinga ukunakekelwa ukuqinisekisa ukuthi kwakhiwa umhlaba ongcono.","The impacts of those structures on the territorial, social, cultural and economic spheres that need to be taken care of to ensure building a better world.",Newspaper
Yonke imibuzo: Ucingo: 031-311 8965; Ifeksi: 031-263 1119 (T.,All questions: Phone: 031-311 8965; fax: 031-263 1119 (T.,Newspaper
Njengamanje uhlelo olukhulukazi lapha eThekwini yiCornubia okunguhlelo lwezigidigidi zezimali okulindeleke ukuthi luqhubeke kuze kudlule iminyaka engu-20.,"The largest project in Durban currently is Cornubia, a multi-billion rand project that is expected to continue for more than 20 years.",Newspaper
Njengamanje umatasatasa ekudaleni ukuthula nasekubuyisaneni esifundazweni.,He is currently working on peace and reconciliation in the province.,Newspaper
"UMasipala wacelwa ukuthi ususe wonke amagama alemigwaqo ngokukhulu ukushesha, uMkhandlu wenza njengoba uyaleliwe wabe usuluqala kabusha uhlelo lapho wathola uvo lwamalunga emiphakathi.","The Municipality was asked to remove all names of these roads as soon as possible, the Council did as instructed and resumed the process when it received feedback from members of the public.",Newspaper
Izinhlelo zeDolobha zibandakanya nokuthuthukiswa kwezindawo ezintsha esezingaphansi kukaMasipala weTheku njengoba usunamawadi angu-110 usuka kwangu-103.,The City's plans include the development of new areas under the auspices of the EThekwini Municipality as it now has 110 from having 03 wards.,Newspaper
Uthe le ndawo iqale ukunakeka kangcono ngeminyaka yama-80s.,He or she said that this area started to get better attention in the 80s.,Newspaper
Ngimema zonke izakhamuzi ukuba ziweseke la masu oMkhandlu okuqikelela ukuthotshelwa kwale mithetho ngokuthi zibe yingxenye yemikhankaso yokufundisa ngayo futhi zihlale njalo ziyithobela le mithetho.,I call on all residents to support the Council's strategy for enforcing these laws by participating in education campaigns and by always adhering to these laws.,Newspaper
Siyazigqaja ngale mpumelelo.,We are proud of this achievement.,Newspaper
Ngonyaka ka-2001 iTheku beliku-43 phesenti wokuntuleka kwamathuba omsebenzi kanti lokhu kuye kwehla kwaya ku-30.2 phesenti ngo-2011.,In 2001 Durban had 43 percent unemployment and this had dropped to 30.2 percent in 2011.,Newspaper
"UPillay uqinisekise izakhamizi ukuthi ikhona imali ezokuzisiza zithenge izinto zokwakha. ""Sifuna ukuniqinisekisa ukuthi uhulumeni wesifundazwe unani kulesi sikhathi sosizi.","Pillay assured residents that there was money to help them buy building materials. ""We want to assure you that the provincial government is with you in this difficult time.",Newspaper
Le mindeni yatholakala ngesikhathi iTheku kanye neSifundazwe benza uhlelo lwabo lwe-Operation Sukuma Sakhe.,The families were found when EThekwini and the Province launched their Operation Sukuma Sakhe program.,Newspaper
"Ekulungisweni komgwaqo uZazi Street singabala ukulungiswa kwezindawo zabahamba ngezinyawo, ukufakwa kwezintambo zikagesi ezihamba ngaphansi esikhundleni salezo ezihamba phezulu namalambu asemgwaqweni.","In the maintenance of Zazi Street we can include the maintenance of pedestrian areas, the replacement of overhead power cables with underground power cables and street lights.",Newspaper
"Abanemibuzo bangaxhumana noSenior Manager: City Hall Support, kule nombolo: 031-3112131.","Inquiries may contact the Senior Manager: City Hall Support, at this number: 031-3112131.",Newspaper
"IFilmMart, ezobe iseBlue Water Hotel kusukela (namhlanje) 20-23 Julayi isiyenzeka okwesithathu iminyaka ilandelana.","FilmMart, which will be at the Blue Water Hotel from (today) 20-23 July is happening for the third year in a row.",Newspaper
